customer_id,credit_score,monthly_income,debt_ratio,loan_amount,repaid
cust0001,745.0699438234383,5944.910631823304,0.1614175486720497,12655.977920271893,1.0
cust0002,756.3628005922253,7126.267736234068,0.1070318500542388,10661.038454296966,1.0
cust0003,720.1992390125415,6015.345215152737,0.1646290434558834,11398.082103523704,1.0
cust0004,719.5236351903006,6207.476552884787,0.2088217247878937,13102.531231621806,1.0
cust0005,708.3437233850636,6576.401418271823,0.2103424744039934,15121.292677934516,1.0
cust0006,701.9918668648887,5634.3825958098505,0.1713117842353777,6134.853689045151,1.0
cust0007,713.4815192333856,6025.878153783631,0.1894605512505201,10893.181682905612,1.0
cust0008,754.7838752041239,7703.427916787308,0.2931035836469532,12641.42638182319,1.0
cust0009,723.2163745352435,5692.630217769036,0.1754696954460623,9246.071686167792,1.0
cust0010,765.4084339269328,5402.127865505163,0.1516453626519966,17193.5088953019,1.0
cust0011,751.0414124625769,6369.975020466106,0.148693408813352,10093.770359313789,1.0
cust0012,690.9448735968584,7731.955502509845,0.1915529225408268,11876.12193897815,1.0
cust0013,769.6492675266506,6803.07819200311,0.2519040297433887,13668.066290526873,1.0
cust0014,774.3239593677513,6535.418921884382,0.1411976368376946,10226.145633594317,1.0
cust0015,720.1841197549544,7044.358797515607,0.2418592254281536,6460.280856586749,1.0
cust0016,762.6057462868497,5254.292567140348,0.1042299646698832,10714.0364192504,1.0
cust0017,724.305052877724,7494.705653775032,0.1837865955967892,15088.321667781122,1.0
cust0018,752.9301113024501,7383.435031403644,0.2551730130405574,10989.314619644583,1.0
cust0019,712.065047791351,6590.691525904279,0.1677465911548862,9460.697095623063,1.0
cust0020,696.2068064239627,8005.924511796416,0.2127474202890799,14777.016628508163,1.0
cust0021,738.515484311611,5872.503901046961,0.1409958465651821,11007.67531193084,1.0
cust0022,746.2881316117549,8127.908993253569,0.2483990782252344,10469.517559049347,1.0
cust0023,738.0696091915619,7154.493665595252,0.1104558206537519,12448.368268989929,1.0
cust0024,714.4790832533232,6663.447410121827,0.2705085289751,14312.250628856362,1.0
cust0025,738.0030281360658,6980.126364631688,0.1396392772843336,19145.14059519764,1.0
cust0026,758.078842577422,6892.735234189058,0.2748796063416661,14481.70832297227,1.0
cust0027,748.6532090963238,8220.282896417717,0.1705058482601034,15479.519899165032,1.0
cust0028,755.4750309179764,5923.320872528986,0.2445367148948973,10482.101403036437,1.0
cust0029,729.896543986373,6237.480760853402,0.1638450595572377,8922.39568209157,1.0
cust0030,785.1515374414848,8036.302892072479,0.2811823342469295,12186.994048857368,1.0
cust0031,714.7147999033566,6404.4650648161405,0.1253274251036748,12321.509745778789,1.0
cust0032,764.6268089126015,7900.533077331592,0.1357039578545197,8764.46177590621,1.0
cust0033,785.4567327887988,8699.435983008709,0.1986060250317604,11474.11641028796,1.0
cust0034,764.4272427824669,6598.204973058367,0.1163876878076292,13197.952805157393,1.0
cust0035,743.924273188055,7681.362326575305,0.1391960369403523,13081.18018505424,1.0
cust0036,734.1510886001106,5846.307718660141,0.2887532764424029,13512.863560152817,1.0
cust0037,781.0826295313877,7754.733298067809,0.2952979322295774,12872.89419041233,1.0
cust0038,707.3107522421498,7199.423985986768,0.1752518658660843,10478.974022189832,1.0
cust0039,720.8962721886107,7473.038282160215,0.2846572042027871,10458.29812005347,1.0
cust0040,738.0732670352484,6354.427927964605,0.2089649351346863,8403.145806018372,1.0
cust0041,787.12961272536,5338.916584432827,0.1539484931747534,17354.325117555287,1.0
cust0042,761.3930290812269,7503.252064749505,0.2404797442161197,12040.351093857878,1.0
cust0043,720.9586272446926,4936.596847520545,0.2317803613149714,11325.440832615444,1.0
cust0044,740.6907688384529,6682.6495077574655,0.2978250638217466,9213.623755642624,1.0
cust0045,731.5703056771112,7941.18186641997,0.1530094574818566,20000.0,1.0
cust0046,728.706330232994,7191.897735873036,0.2344119005323471,8780.015903331314,1.0
cust0047,779.3666867567034,8948.342644789813,0.1104047510058893,10713.45622318178,1.0
cust0048,708.8477061220948,8025.109152581774,0.1227292077393438,13247.510508858182,1.0
cust0049,798.2634256720312,6346.101611674423,0.1007836749902186,13800.638897232831,1.0
cust0050,774.8468907055387,7027.313379851439,0.2998921362119346,14873.796165647052,1.0
cust0051,782.7258501181109,6952.6292974555645,0.2604547394294955,17422.82552330779,1.0
cust0052,736.1118146392422,5417.823236653872,0.2573446029467081,13518.472966382136,1.0
cust0053,745.5017784276267,6059.601083515647,0.2019452150576359,8831.907600099998,1.0
cust0054,707.0054455642586,6439.23909302014,0.1600134165810879,11229.164624634655,1.0
cust0055,734.2601277879959,4963.779497144064,0.1302528568925351,12923.497117541654,1.0
cust0056,764.8096454292945,7047.493468251643,0.1569349477692927,18204.67812451747,1.0
cust0057,788.8818918534419,6750.928155346959,0.1751942443858278,7806.583564727109,1.0
cust0058,716.7852954959264,5327.106098688426,0.2512620193960588,15607.729515675685,1.0
cust0059,739.034821890442,7404.212865277332,0.2079323577806304,12539.74310863925,1.0
cust0060,745.4610233930243,7715.87274469096,0.1154967253110965,14513.491605688445,1.0
cust0061,708.1263239342254,7227.034478864889,0.1036058017917824,11694.015850092204,1.0
cust0062,767.740477252752,6675.93182479103,0.1204664359068126,9472.70210962102,1.0
cust0063,728.2802900477217,7591.442151751855,0.1820997427394758,14252.618338203996,1.0
cust0064,744.1382894646893,7680.220360476691,0.2866385834098036,13963.293081316864,1.0
cust0065,736.4415188426436,7307.403569719689,0.2274804962418443,14916.170897219166,1.0
cust0066,726.3198448284097,6175.387749565239,0.260365179975103,11960.086093864094,1.0
cust0067,749.7886504355833,7276.600765511181,0.1932749189009097,10200.533930040452,1.0
cust0068,743.5317126429593,8195.480650825479,0.1723332166390085,7323.639014928475,1.0
cust0069,738.8442635316401,6403.37094138827,0.1216800745433245,14458.11980441822,1.0
cust0070,728.1461513495897,9097.93933913243,0.2751866044372409,13271.668447331958,1.0
cust0071,759.5857401234887,6474.369066014616,0.2566320058055805,9102.652101408125,1.0
cust0072,799.6085180547685,7032.4070133401365,0.133623619519545,10384.278980110128,1.0
cust0073,754.1966169851738,6327.514403993664,0.2024521127752521,10599.72356414568,1.0
cust0074,779.8835464473339,7223.270835920261,0.197474961584249,7551.046704052746,1.0
cust0075,708.2933422453962,5257.778307364725,0.2250183105373057,9546.9528101846,1.0
cust0076,754.732843178813,6453.958201183279,0.2892373787982522,8598.508929580938,1.0
cust0077,717.078950430868,5907.878799651433,0.2159542883524959,10762.56296433619,1.0
cust0078,705.692252174043,7135.338347892291,0.2080434533557237,9783.907505011312,1.0
cust0079,727.8188577762289,7994.4473755089075,0.1100645865869328,7118.985237399754,1.0
cust0080,785.7569800324072,7646.006187114552,0.1125814952036047,18067.770691708443,1.0
cust0081,778.5004748600894,4628.340639141108,0.1374693582653577,15757.622193087693,1.0
cust0082,757.290141661632,9042.06965292788,0.1064941543383496,9662.941735440045,1.0
cust0083,704.0189832033021,7295.279940620869,0.2486705791140024,12817.26418996083,1.0
cust0084,744.1115804583619,6223.500859506999,0.2446660607987926,13252.395269463885,1.0
cust0085,759.051000267052,7157.127918990941,0.1272112468863286,15573.25756432043,1.0
cust0086,755.2660868873579,7176.189822502693,0.2672157801590561,9544.184920019765,1.0
cust0087,694.6861924955776,6333.151283048436,0.1309572069692224,15276.320351947275,1.0
cust0088,723.2904645594039,7197.916667342076,0.1602351173994717,10356.284087379194,1.0
cust0089,748.0776670755386,6392.527712379693,0.149795379832273,7992.41278749416,1.0
cust0090,766.0887272855157,6595.638007309977,0.1744614197146095,14172.409677943491,1.0
cust0091,684.1161653670016,6313.720864244916,0.1509327531779923,15872.275272367284,1.0
cust0092,745.1362807356043,5567.328710260347,0.1977901852876904,19763.726920592053,1.0
cust0093,754.2914630963686,7145.836470215384,0.181481576270937,8400.82420472936,1.0
cust0094,775.4883596554864,7585.299436516338,0.2973138981558653,14096.759055242366,1.0
cust0095,770.7857275271231,7514.883596076372,0.1111852700256451,10770.596268619402,1.0
cust0096,767.4771395642641,7819.925252635234,0.1284362752774703,14350.076131572094,1.0
cust0097,726.001784798942,7324.340210014868,0.1105651787817205,7588.531346306248,1.0
cust0098,692.7599358863008,6467.274501783097,0.2251682389964751,8211.690672904308,1.0
cust0099,738.208417288158,7839.663864431189,0.1109018554827439,9672.375530500549,1.0
cust0100,780.0489547562568,5642.482460158065,0.2672879474752246,12236.892137004254,1.0
cust0101,791.803635825733,6099.32861748752,0.2023877261363855,10076.756200384934,1.0
cust0102,771.3164730689335,6035.799928576756,0.2054015249163067,13977.16303174026,1.0
cust0103,762.880224684052,8080.0560591393105,0.2123189015424388,15080.683854773742,1.0
